"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
"neither agree nor disagree"	"agree a little"	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree strongly "	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"disagree strongly "	"disagree strongly "	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"abortion should only be legal in special circumstances."	"somewhat oppose"	"companies should be required to provide health insurance"	"somewhat oppose"	"conservative"	"somewhat interested"	"i voted for john mccain"	1964	"female"	"white"	"post-grad"	"$150,000 or more"	"florida"
"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"abortion should only be legal in special circumstances."	"strongly oppose"	"gov should provide everyone with health care"	"strongly favor"	"very conservative"	"somewhat interested"	"i voted for barack obama"	1960	"female"	"white"	"high school graduate"	"$30,000 - $39,999"	"tennessee"
"disagree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"disagree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"neither agree nor disagree"	"abortion should only be legal in special circumstances."	"strongly oppose"	"gov should provide everyone with health care"	"strongly oppose"	"moderate"	"somewhat interested"	"i voted for barack obama"	1955	"female"	"white"	"high school graduate"	"less than $10,000"	"missouri"
"agree a little"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree strongly "	"abortion should always be legal."	"strongly favor"	"health insurance should be voluntary"	"strongly favor"	"moderate"	"somewhat interested"	"i voted for john mccain"	1957	"male"	"white"	"high school graduate"	"$60,000 - $69,999"	"new york"
"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"disagree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"abortion should be legal with some restrictions."	"somewhat oppose"	"health insurance should be voluntary"	"somewhat oppose"	"conservative"	"very much interested"	"i voted for john mccain"	1935	"male"	"white"	"college graduate"	"$80,000 - $99,999"	"washington"
"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"disagree strongly "	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"liberal"	"very much interested"	"i voted for barack obama"	1942	"male"	"white"	"some college"	"$60,000 - $69,999"	"california"
"disagree strongly "	"disagree strongly "	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree strongly "	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"disagree a little"	"abortion should always be legal."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"moderate"	"very much interested"	"i voted for john mccain"	1948	"male"	"white"	"high school graduate"	"$40,000 - $49,999"	"texas"
"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"abortion should be illegal. it should never be allowed."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1968	"female"	"white"	"some college"	"$50,000 - $59,999"	"michigan"
"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"abortion should be legal with some restrictions."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"liberal"	"very much interested"	"i voted for barack obama"	1952	"female"	"white"	"college graduate"	"$120,000 - $149,999"	"nevada"
"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"disagree strongly "	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree strongly "	"disagree a little"	"abortion should be illegal. it should never be allowed."	"strongly oppose"	"health insurance should be voluntary"	"somewhat favor"	"very conservative"	"not much interested"	"i voted for john mccain"	1984	"female"	"white"	"college graduate"	"$10,000 - $14,999"	"north carolina"
"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"abortion should be legal with some restrictions."	"somewhat oppose"	"companies should be required to provide health insurance"	"strongly favor"	"moderate"	"somewhat interested"	"i voted for barack obama"	1960	"female"	"white"	"college graduate"	"$30,000 - $39,999"	"oregon"
"agree a little"	"disagree a little"	"agree strongly"	"disagree strongly "	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"disagree a little"	"abortion should be legal with some restrictions."	"strongly favor"	"health insurance should be voluntary"	"strongly oppose"	"moderate"	"very much interested"	"i voted for john mccain"	1943	"female"	"white"	"high school graduate"	"$120,000 - $149,999"	"california"
